,pclass,sibsp,parch,survived,age_fill,fare_fill,sex_level,embarked_Q,embarked_S
168,1,0,0,1,38.0,80.0,1,False,True
169,1,0,0,0,50.0,28.7125,1,False,False
170,1,0,0,1,49.0,0.0,0,False,True
171,1,0,0,0,46.0,26.0,0,False,True
172,1,0,0,0,50.0,26.0,0,False,True
173,1,0,0,0,32.5,211.5,0,False,False
174,1,0,0,0,58.0,29.7,0,False,False
175,1,1,0,0,41.0,51.8625,0,False,True
176,1,1,0,1,29.8811345124283,51.8625,1,False,True
177,1,1,0,1,42.0,52.5542,0,False,True
178,1,1,0,1,45.0,52.5542,1,False,True
179,1,0,0,0,29.8811345124283,26.55,0,False,True
180,1,0,0,1,39.0,211.3375,1,False,True
181,1,0,0,1,49.0,25.9292,1,False,True
182,1,0,0,1,30.0,106.425,1,False,False
183,1,0,0,1,35.0,512.3292,0,False,False
184,1,0,0,0,29.8811345124283,27.7208,0,False,False
185,1,0,0,0,42.0,26.55,0,False,True
186,1,0,0,1,55.0,27.7208,1,False,False
187,1,0,1,1,16.0,39.4,1,False,True
188,1,0,1,1,51.0,39.4,1,False,True
189,1,0,0,0,29.0,30.0,0,False,True
190,1,0,0,1,21.0,77.9583,1,False,True
191,1,0,0,0,30.0,45.5,0,False,True
192,1,0,0,1,58.0,146.5208,1,False,False
193,1,0,1,1,15.0,211.3375,1,False,True
194,1,0,0,0,30.0,26.0,0,False,True
195,1,0,0,1,16.0,86.5,1,False,True
196,1,0,0,1,29.8811345124283,29.7,0,False,False
197,1,1,0,0,19.0,53.1,0,False,True
198,1,1,0,1,18.0,53.1,1,False,True
199,1,0,0,1,24.0,49.5042,1,False,False
200,1,0,0,0,46.0,75.2417,0,False,False
201,1,0,0,0,54.0,51.8625,0,False,True
202,1,0,0,1,36.0,26.2875,0,False,True
203,1,1,0,0,28.0,82.1708,0,False,False
204,1,1,0,1,29.8811345124283,82.1708,1,False,False
205,1,0,0,0,65.0,26.55,0,False,True
206,1,2,0,0,44.0,90.0,0,True,False
207,1,1,0,1,33.0,90.0,1,True,False
208,1,1,0,1,37.0,90.0,1,True,False
209,1,1,0,1,30.0,57.75,0,False,False
210,1,0,0,0,55.0,30.5,0,False,True
211,1,0,0,0,47.0,42.4,0,False,True
212,1,0,1,0,37.0,29.7,0,False,False
213,1,1,0,1,31.0,113.275,1,False,False
214,1,1,0,1,23.0,113.275,1,False,False
215,1,0,2,0,58.0,113.275,0,False,False
216,1,0,2,1,19.0,26.2833,1,False,True
217,1,0,0,0,64.0,26.0,0,False,True
218,1,0,0,1,39.0,108.9,1,False,False
219,1,0,0,1,29.8811345124283,25.7417,0,False,False
220,1,0,1,1,22.0,61.9792,1,False,False
221,1,0,1,0,65.0,61.9792,0,False,False
222,1,0,0,0,28.5,27.7208,0,False,False
223,1,0,0,0,29.8811345124283,0.0,0,False,True
224,1,0,0,0,45.5,28.5,0,False,True
225,1,0,0,0,23.0,93.5,0,False,True
226,1,1,0,0,29.0,66.6,0,False,True
227,1,1,0,1,22.0,66.6,1,False,True
228,1,1,0,0,18.0,108.9,0,False,False
229,1,1,0,1,17.0,108.9,1,False,False
230,1,0,0,1,30.0,93.5,1,False,True
231,1,0,0,1,52.0,30.5,0,False,True
232,1,0,0,0,47.0,52.0,0,False,True
233,1,0,1,1,56.0,83.1583,1,False,False
234,1,0,0,0,38.0,0.0,0,False,True
235,1,0,0,1,29.8811345124283,39.6,0,False,True
236,1,0,0,0,22.0,135.6333,0,False,False
237,1,0,0,0,29.8811345124283,227.525,0,False,False
238,1,0,1,1,43.0,211.3375,1,False,True
239,1,0,0,0,31.0,50.4958,0,False,True
240,1,0,0,1,45.0,26.55,0,False,True
241,1,0,0,0,29.8811345124283,50.0,0,False,True
242,1,0,0,1,33.0,27.7208,1,False,False
243,1,0,0,0,46.0,79.2,0,False,False
244,1,0,0,0,36.0,40.125,0,False,False
245,1,0,0,1,33.0,86.5,1,False,True
246,1,1,0,0,55.0,59.4,0,False,False
247,1,1,0,1,54.0,59.4,1,False,False
248,1,0,0,0,33.0,26.55,0,False,True
249,1,2,2,1,13.0,262.375,0,False,False
250,1,2,2,1,18.0,262.375,1,False,False
251,1,2,2,1,21.0,262.375,1,False,False
252,1,1,3,0,61.0,262.375,0,False,False
253,1,1,3,1,48.0,262.375,1,False,False
254,1,0,0,1,29.8811345124283,30.5,0,False,True
255,1,0,0,1,24.0,69.3,1,False,False
256,1,0,0,1,29.8811345124283,26.0,0,False,True
257,1,1,0,1,35.0,57.75,1,False,False
258,1,0,0,1,30.0,31.0,1,False,False
259,1,0,0,1,34.0,26.55,0,False,True
260,1,0,0,1,40.0,153.4625,1,False,True
261,1,0,0,1,35.0,26.2875,0,False,True
262,1,1,0,0,50.0,55.9,0,False,True
263,1,1,0,1,39.0,55.9,1,False,True
264,1,0,0,1,56.0,35.5,0,False,False
265,1,0,0,1,28.0,35.5,0,False,True
266,1,0,0,0,56.0,26.55,0,False,True
267,1,0,0,0,56.0,30.6958,0,False,False
268,1,1,0,0,24.0,60.0,0,False,True
269,1,0,0,0,29.8811345124283,26.0,0,False,True
270,1,1,0,1,18.0,60.0,1,False,True
271,1,1,0,1,24.0,82.2667,0,False,True
272,1,1,0,1,23.0,82.2667,1,False,True
273,1,0,2,1,6.0,134.5,0,False,False
274,1,1,1,1,45.0,134.5,0,False,False
275,1,1,1,1,40.0,134.5,1,False,False
276,1,1,0,0,57.0,146.5208,0,False,False
277,1,1,0,1,29.8811345124283,146.5208,1,False,False
278,1,0,0,1,32.0,30.5,0,False,False
279,1,0,0,0,62.0,26.55,0,False,True
280,1,1,0,1,54.0,55.4417,0,False,False
281,1,1,0,1,43.0,55.4417,1,False,False
282,1,1,0,1,52.0,78.2667,1,False,False
283,1,0,0,0,29.8811345124283,27.7208,0,False,False
284,1,0,0,1,62.0,80.0,1,False,True
285,1,1,0,0,67.0,221.7792,0,False,True
286,1,1,0,0,63.0,221.7792,1,False,True
287,1,0,0,0,61.0,32.3208,0,False,True
288,1,0,0,1,48.0,25.9292,1,False,True
289,1,0,2,1,18.0,79.65,1,False,True
290,1,1,1,0,52.0,79.65,0,False,True
291,1,1,1,1,39.0,79.65,1,False,True
292,1,1,0,1,48.0,52.0,0,False,True
293,1,1,0,1,29.8811345124283,52.0,1,False,True
294,1,1,1,0,49.0,110.8833,0,False,False
295,1,0,2,1,17.0,110.8833,0,False,False
296,1,1,1,1,39.0,110.8833,1,False,False
297,1,0,0,1,29.8811345124283,79.2,1,False,False
298,1,0,0,1,31.0,28.5375,0,False,False
299,1,0,0,0,40.0,27.7208,0,False,False
300,1,0,0,0,61.0,33.5,0,False,True
301,1,0,0,0,47.0,34.0208,0,False,True
302,1,0,0,1,35.0,512.3292,1,False,False
303,1,1,0,0,64.0,75.25,0,False,False
304,1,1,0,1,60.0,75.25,1,False,False
305,1,0,0,0,60.0,26.55,0,False,True
306,1,0,1,0,54.0,77.2875,0,False,True
307,1,0,1,0,21.0,77.2875,0,False,True
308,1,0,0,1,55.0,135.6333,1,False,False
309,1,0,2,1,31.0,164.8667,1,False,True
310,1,1,1,0,57.0,164.8667,0,False,True
311,1,1,1,1,45.0,164.8667,1,False,True
312,1,1,1,0,50.0,211.5,0,False,False
313,1,0,2,0,27.0,211.5,0,False,False
314,1,1,1,1,50.0,211.5,1,False,False
315,1,0,0,1,21.0,26.55,1,False,True
316,1,0,1,0,51.0,61.3792,0,False,False
317,1,0,1,1,21.0,61.3792,0,False,False
318,1,0,0,0,29.8811345124283,35.0,0,False,True
319,1,0,0,1,31.0,134.5,1,False,False
320,1,0,0,1,29.8811345124283,35.5,0,False,True
321,1,0,0,0,62.0,26.55,0,False,True
322,1,0,0,1,36.0,135.6333,1,False,False
323,2,1,0,0,30.0,24.0,0,False,False
324,2,1,0,1,28.0,24.0,1,False,False
325,2,0,0,0,30.0,13.0,0,False,True
326,2,0,0,0,18.0,11.5,0,False,True
327,2,0,0,0,25.0,10.5,0,False,True
328,2,1,0,0,34.0,26.0,0,False,True
329,2,1,0,1,36.0,26.0,1,False,True
330,2,0,0,0,57.0,13.0,0,False,True
331,2,0,0,0,18.0,11.5,0,False,True
332,2,0,0,0,23.0,10.5,0,False,True
333,2,0,0,1,36.0,13.0,1,False,True
334,2,0,0,0,28.0,10.5,0,False,True
335,2,0,0,0,51.0,12.525,0,False,True
336,2,1,0,1,32.0,26.0,0,False,True
337,2,1,0,1,19.0,26.0,1,False,True
338,2,0,0,0,28.0,26.0,0,False,True
339,2,2,1,1,1.0,39.0,0,False,True
340,2,2,1,1,4.0,39.0,1,False,True
341,2,2,1,1,12.0,39.0,1,False,True
342,2,0,3,1,36.0,39.0,1,False,True
343,2,0,0,1,34.0,13.0,0,False,True
344,2,0,0,1,19.0,13.0,1,False,True
345,2,0,0,0,23.0,13.0,0,False,True
346,2,0,0,0,26.0,13.0,0,False,True
347,2,0,0,0,42.0,13.0,0,False,True
348,2,0,0,0,27.0,13.0,0,False,True
349,2,0,0,1,24.0,13.0,1,False,True
350,2,0,2,1,15.0,39.0,1,False,True
351,2,1,1,0,60.0,39.0,0,False,True
352,2,1,1,1,40.0,39.0,1,False,True
353,2,1,0,1,20.0,26.0,1,False,True
354,2,1,0,0,25.0,26.0,0,False,True
355,2,0,0,1,36.0,13.0,1,False,True
356,2,0,0,0,25.0,13.0,0,False,True
357,2,0,0,0,42.0,13.0,0,False,True
358,2,0,0,1,42.0,13.0,1,False,True
359,2,0,2,1,0.8333,29.0,0,False,True
360,2,1,1,1,26.0,29.0,0,False,True
361,2,1,1,1,22.0,29.0,1,False,True
362,2,0,0,1,35.0,21.0,1,False,True
363,2,0,0,0,29.8811345124283,0.0,0,False,True
364,2,0,0,0,19.0,13.0,0,False,True
365,2,1,0,0,44.0,26.0,1,False,True
366,2,1,0,0,54.0,26.0,0,False,True
367,2,0,0,0,52.0,13.5,0,False,True
368,2,1,0,0,37.0,26.0,0,False,True
369,2,1,0,0,29.0,26.0,1,False,True
370,2,1,1,1,25.0,30.0,1,False,True
371,2,0,2,1,45.0,30.0,1,False,True
372,2,1,0,0,29.0,26.0,0,False,True
373,2,1,0,1,28.0,26.0,1,False,True
374,2,0,0,0,29.0,10.5,0,False,True
375,2,0,0,0,28.0,13.0,0,False,True
376,2,0,0,1,24.0,10.5,0,False,True
377,2,0,2,1,8.0,26.25,1,False,True
378,2,1,1,0,31.0,26.25,0,False,True
379,2,1,1,1,31.0,26.25,1,False,True
380,2,0,0,1,22.0,10.5,1,False,True
381,2,0,0,0,30.0,13.0,1,False,True
382,2,0,0,0,29.8811345124283,21.0,1,False,True
383,2,0,0,0,21.0,11.5,0,False,True
384,2,0,0,0,29.8811345124283,0.0,0,False,True
385,2,1,1,1,8.0,36.75,0,False,True
386,2,0,0,0,18.0,73.5,0,False,True
387,2,0,2,1,48.0,36.75,1,False,True
388,2,0,0,1,28.0,13.0,1,False,True
389,2,0,0,0,32.0,13.0,0,False,True
390,2,0,0,0,17.0,73.5,0,False,True
391,2,1,0,0,29.0,27.7208,0,False,False
392,2,1,0,1,24.0,27.7208,1,False,False
393,2,0,0,0,25.0,31.5,0,False,True
394,2,0,0,0,18.0,73.5,0,False,True
395,2,0,1,1,18.0,23.0,1,False,True
396,2,0,1,1,34.0,23.0,1,False,True
397,2,0,0,0,54.0,26.0,0,False,True
398,2,0,2,1,8.0,32.5,0,False,True
399,2,1,1,0,42.0,32.5,0,False,True
400,2,1,1,1,34.0,32.5,1,False,True
401,2,1,0,1,27.0,13.8583,1,False,False
402,2,1,0,1,30.0,13.8583,1,False,False
403,2,0,0,0,23.0,13.0,0,False,True
404,2,0,0,0,21.0,13.0,0,False,True
405,2,0,0,0,18.0,13.0,0,False,True
406,2,1,0,0,40.0,26.0,0,False,True
407,2,1,0,1,29.0,26.0,1,False,True
408,2,0,0,0,18.0,10.5,0,False,True
409,2,0,0,0,36.0,13.0,0,False,True
410,2,0,0,0,29.8811345124283,0.0,0,False,True
411,2,0,0,0,38.0,13.0,1,False,True
412,2,0,0,0,35.0,26.0,0,False,True
413,2,1,0,0,38.0,21.0,0,False,True
414,2,1,0,0,34.0,21.0,0,False,True
415,2,0,0,1,34.0,13.0,1,False,True
416,2,0,0,0,16.0,26.0,0,False,True
417,2,0,0,0,26.0,10.5,0,False,True
418,2,0,0,0,47.0,10.5,0,False,True
419,2,1,0,0,21.0,11.5,0,False,True
420,2,1,0,0,21.0,11.5,0,False,True
421,2,0,0,0,24.0,13.5,0,False,True
422,2,0,0,0,24.0,13.0,0,False,True
423,2,0,0,0,34.0,13.0,0,False,True
424,2,0,0,0,30.0,13.0,0,False,True
425,2,0,0,0,52.0,13.0,0,False,True
426,2,0,0,0,30.0,13.0,0,False,True
427,2,1,1,1,0.6667,14.5,0,False,True
428,2,0,2,1,24.0,14.5,1,False,True
429,2,0,0,0,44.0,13.0,0,False,True
430,2,0,1,1,6.0,33.0,1,False,True
431,2,0,1,0,28.0,33.0,0,False,True
432,2,0,0,1,62.0,10.5,0,False,True
433,2,0,0,0,30.0,10.5,0,False,True
434,2,0,2,1,7.0,26.25,1,False,True
435,2,1,1,0,43.0,26.25,0,False,True
436,2,1,1,1,45.0,26.25,1,False,True
437,2,1,2,1,24.0,65.0,1,False,True
438,2,1,2,1,24.0,65.0,1,False,True
439,2,1,2,0,49.0,65.0,0,False,True
440,2,1,2,1,48.0,65.0,1,False,True
441,2,0,0,1,55.0,16.0,1,False,True
442,2,2,0,0,24.0,73.5,0,False,True
443,2,2,0,0,32.0,73.5,0,False,True
444,2,2,0,0,21.0,73.5,0,False,True
445,2,1,1,0,18.0,13.0,1,False,True
446,2,2,1,1,20.0,23.0,1,False,True
447,2,2,1,0,23.0,11.5,0,False,True
448,2,0,0,0,36.0,13.0,0,False,True
449,2,1,3,1,54.0,23.0,1,False,True
450,2,0,0,0,50.0,13.0,0,False,True
451,2,1,0,0,44.0,26.0,0,False,True
452,2,1,0,1,29.0,26.0,1,False,True
453,2,0,0,0,21.0,73.5,0,False,True
454,2,0,0,1,42.0,13.0,0,False,True
455,2,1,0,0,63.0,26.0,0,False,True
456,2,1,0,0,60.0,26.0,1,False,True
457,2,0,0,0,33.0,12.275,0,False,True
458,2,0,0,1,17.0,10.5,1,False,True
459,2,1,0,0,42.0,27.0,0,False,True
460,2,2,1,1,24.0,27.0,1,False,True
461,2,0,0,0,47.0,15.0,0,False,True
462,2,2,0,0,24.0,31.5,0,False,True
463,2,2,0,0,22.0,31.5,0,False,True
464,2,0,0,0,32.0,10.5,0,False,True
465,2,0,0,1,23.0,13.7917,1,False,False
466,2,1,0,0,34.0,26.0,0,False,True
467,2,1,0,1,24.0,26.0,1,False,True
468,2,0,0,0,22.0,21.0,1,False,True
469,2,0,0,1,29.8811345124283,12.35,1,True,False
470,2,0,0,0,35.0,12.35,0,True,False
471,2,0,0,1,45.0,13.5,1,False,True
472,2,0,0,0,57.0,12.35,0,True,False
473,2,0,0,0,29.8811345124283,0.0,0,False,True
474,2,0,0,0,31.0,10.5,0,False,True
475,2,1,1,0,26.0,26.0,1,False,True
476,2,1,1,0,30.0,26.0,0,False,True
477,2,0,0,0,29.8811345124283,10.7083,0,True,False
478,2,1,2,1,1.0,41.5792,1,False,False
479,2,1,2,1,3.0,41.5792,1,False,False
480,2,1,2,0,25.0,41.5792,0,False,False
481,2,1,2,1,22.0,41.5792,1,False,False
482,2,0,0,1,17.0,12.0,1,False,False
483,2,0,0,1,29.8811345124283,33.0,1,False,True
484,2,0,0,1,34.0,10.5,1,False,True
485,2,0,0,0,36.0,12.875,0,False,False
486,2,0,0,0,24.0,10.5,0,False,True
487,2,0,0,0,61.0,12.35,0,True,False
488,2,1,0,0,50.0,26.0,0,False,True
489,2,1,0,1,42.0,26.0,1,False,True
490,2,0,0,0,57.0,10.5,1,False,True
491,2,0,0,0,29.8811345124283,15.0458,0,False,False
492,2,0,2,1,1.0,37.0042,0,False,False
493,2,1,1,0,31.0,37.0042,0,False,False
494,2,1,1,1,24.0,37.0042,1,False,False
495,2,0,0,0,29.8811345124283,15.5792,0,False,False
496,2,0,0,0,30.0,13.0,0,False,True
497,2,0,0,0,40.0,16.0,0,False,True
498,2,0,0,0,32.0,13.5,0,False,True
499,2,0,0,0,30.0,13.0,0,False,True
500,2,0,0,0,46.0,26.0,0,False,True
501,2,0,1,1,13.0,19.5,1,False,True
502,2,0,1,1,41.0,19.5,1,False,True
503,2,0,0,1,19.0,10.5,0,False,True
504,2,0,0,0,39.0,13.0,0,False,True
505,2,0,0,0,48.0,13.0,0,False,True
506,2,0,0,0,70.0,10.5,0,False,True
507,2,0,0,0,27.0,13.0,0,False,True
508,2,0,0,0,54.0,14.0,0,False,True
509,2,0,0,0,39.0,26.0,0,False,True
510,2,0,0,0,16.0,10.5,0,False,True
511,2,0,0,0,62.0,9.6875,0,True,False
512,2,1,0,0,32.5,30.0708,0,False,False
513,2,1,0,1,14.0,30.0708,1,False,False
514,2,1,1,1,2.0,26.0,0,False,True
515,2,1,1,1,3.0,26.0,0,False,True
516,2,0,2,0,36.5,26.0,0,False,True
517,2,0,0,0,26.0,13.0,0,False,True
518,2,1,1,0,19.0,36.75,0,False,True
519,2,0,0,0,28.0,13.5,0,False,True
520,2,0,0,1,20.0,13.8625,0,False,False
521,2,0,0,1,29.0,10.5,1,False,True
522,2,0,0,0,39.0,13.0,0,False,True
523,2,0,0,1,22.0,10.5,0,False,True
524,2,0,0,1,29.8811345124283,13.8625,0,False,False
525,2,0,0,0,23.0,10.5,0,False,True
526,2,0,0,1,29.0,13.8583,0,False,False
527,2,0,0,0,28.0,10.5,0,False,True
528,2,0,0,0,29.8811345124283,0.0,0,False,True
529,2,0,1,1,50.0,26.0,1,False,True
530,2,0,0,0,19.0,10.5,0,False,True
531,2,0,0,0,29.8811345124283,15.05,0,False,False
532,2,0,0,0,41.0,13.0,0,False,True
533,2,0,1,1,21.0,21.0,1,False,True
534,2,0,0,1,19.0,26.0,1,False,True
535,2,0,1,0,43.0,21.0,0,False,True
536,2,0,0,1,32.0,13.0,1,False,True
537,2,0,0,0,34.0,13.0,0,False,True
538,2,0,0,1,30.0,12.7375,0,False,False
539,2,0,0,0,27.0,15.0333,0,False,False
540,2,1,1,1,2.0,26.0,1,False,True
541,2,1,1,1,8.0,26.0,1,False,True
542,2,0,2,1,33.0,26.0,1,False,True
543,2,0,0,0,36.0,10.5,0,False,True
544,2,1,0,0,34.0,21.0,0,False,True
545,2,3,0,1,30.0,21.0,1,False,True
546,2,0,0,1,28.0,13.0,1,False,True
547,2,0,0,0,23.0,15.0458,0,False,False
548,2,1,1,1,0.8333,18.75,0,False,True
549,2,1,1,1,3.0,18.75,0,False,True
550,2,2,3,1,24.0,18.75,1,False,True
551,2,0,0,1,50.0,10.5,1,False,True
552,2,0,0,0,19.0,10.5,0,False,True
553,2,0,0,1,21.0,10.5,1,False,True
554,2,0,0,0,26.0,13.0,0,False,True
555,2,0,0,0,25.0,13.0,0,False,True
556,2,0,0,0,27.0,26.0,0,False,True
557,2,0,1,1,25.0,26.0,1,False,True
558,2,0,2,1,18.0,13.0,1,False,True
559,2,0,0,1,20.0,36.75,1,False,True
560,2,0,0,1,30.0,13.0,1,False,True
561,2,0,0,0,59.0,13.5,0,False,True
562,2,0,0,1,30.0,12.35,1,True,False
563,2,0,0,0,35.0,10.5,0,False,True
